title,distributor,summary,theaters_count,week_gross,total_gross,sales_ending_week
Once Again (For the Very First Time),Indican Pictures,"Legendary street dancer DeRay tumbles out of the sky and crashes in the hallway outside the door of his true love, spoken word poet Naima.",1,"$1,349","$29,556",2024-01-11
When Men Were Men,Indican Pictures,In a heavily religious Irish society a young actor struggling with gender identity has to let go of his idea of masculinity before he loses sight of who he is and those he loves.,1,"$1,044","$13,027",2024-01-11
The Heart Stays,Indican Pictures,A coming of age story about a Native American girl who must choose between personal achievement and the traditional responsibilities of the old ways.,1,$810,"$26,287",2024-01-11
Let's Get Lost,Kino Lorber,"Documentary on the life of jazz trumpeter and drug addict Chet Baker. Fascinating series of interviews with friends, family, associates and lovers, interspersed with film from Baker's earlier life and some modern-day performances.",2,$781,"$25,647",2024-01-11
Bird,MUBI,"Bailey lives with her brother Hunter and her father Bug, who raises them alone in a squat in northern Kent. Bug doesn't have much time to devote to them. Bailey looks for attention and adventure elsewhere.",5,$748,"$147,838",2024-01-11
Killer Unicorn,Indican Pictures,"American Pyscho, Party Monster and DJ Steve Aoki all combine for Killer Unicorn!",1,$740,"$38,538",2024-01-11
Naked Acts,Kino Lorber,"Aspiring actress Cicely has lost 57 pounds and landed her first movie role. The director didn't tell her about a nude scene. Reluctant to do it, she embarks on a personal journey that unveils secrets once hidden under her excessive weight.",1,$429,"$23,957",2024-01-11
Six Days in August,Susan Tuckett Media,"The Prophet Joseph Smith is dead, killed by a mob. Enemies of the LDS Church think the church will die with Joseph. In fact that danger is a real possibility. The crisis is undeniable, and the saints in Nauvoo are in chaos.",1,$169,"$388,558",2024-01-11
Daaaaaali!,Music Box Films,A French journalist meets the iconic surrealist artist Salvador Dalí on several occasions for a documentary project that never came to be.,1,$161,"$28,509",2024-01-11
You Are Not Me,Music Box Films,"Aitana returns home for Christmas, the first time after three years, to find that her parents have replaced her with an unknown woman who is being treated like their daughter. She discovers a disturbing and bloody truth.",1,$108,"$4,383",2024-01-11
Breakup Season,Smarthouse Creative,"A young man brings his girlfriend to his rural Oregon hometown to introduce her to his family, only for things to go terribly wrong upon arrival.",2,$44,"$24,742",2024-01-11
Sonic the Hedgehog 3,Paramount Pictures,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance.","3,769","$99,553,692","$99,553,692",2024-01-11
Mufasa: The Lion King,Walt Disney Studios Motion Pictures,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.","4,100","$76,383,537","$76,383,537",2024-01-11
Wicked,Universal Pictures,"Elphaba, a young woman ridiculed for her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads.","3,296","$34,364,660","$404,780,535",2024-01-11
Moana 2,Walt Disney Studios Motion Pictures,"After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.","3,600","$30,437,097","$376,405,425",2024-01-11
Nosferatu,Focus Features,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.","2,911","$19,154,475","$19,154,475",2024-01-11
A Complete Unknown,Searchlight Pictures,"In 1961, an unknown 19-year-old Bob Dylan arrives in New York City with his guitar and forges relationships with musical icons on his meteoric rise, culminating in a groundbreaking performance that reverberates around the world.","2,835","$11,574,043","$11,574,043",2024-01-11
Homestead,Angel Studios,"Amid chaos, ex-Green Beret joins prepper compound; love grows, truths arise, and a community unites.","1,886","$9,700,375","$9,700,375",2024-01-11
Gladiator II,Paramount Pictures,"After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people.","2,397","$9,477,128","$158,965,115",2024-01-11
Kraven the Hunter,Sony Pictures Releasing,"Kraven's complex relationship with his ruthless father, Nikolai Kravinoff, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.","3,211","$5,353,176","$19,687,877",2024-01-11
Babygirl,A24,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much-younger intern.,"2,094","$2,847,840","$2,847,840",2024-01-11
Red One,Amazon MGM Studios,"After Santa Claus is kidnapped, the North Pole's Head of Security must team up with a notorious hacker in a globe-trotting, action-packed mission to save Christmas.","2,002","$2,544,242","$96,461,176",2024-01-11
The Fire Inside,Amazon MGM Studios,"The story of Claressa Shields, a high school junior from Flint, Michigan, who became the first American woman to win Olympic boxing gold, only to discover that not all dreams are equal and the real fight has just begun.","2,006","$2,299,705","$2,299,705",2024-01-11
The Lord of the Rings: The War of the Rohirrim,Warner Bros.,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.","2,602","$2,035,044","$8,135,215",2024-01-11
The Best Christmas Pageant Ever,Lionsgate,Nobody is ready for the mayhem and surprises that ensue when six of the worst youngsters disrupt the town's yearly Christmas performance.,861,"$1,685,157","$39,315,108",2024-01-11
Queer,A24,"In 1950s Mexico City, an American immigrant in his late forties leads a solitary life amidst a small American community. However, the arrival of a young student stirs the man into finally establishing a meaningful connection with someone.",379,"$626,419","$3,099,352",2024-01-11
The Brutalist,A24,A visionary architect flees post-war Europe in 1947 for a brighter future in the United States and finds his life forever changed by a wealthy client.,6,"$484,291","$484,291",2024-01-11
Flow,Janus Films,"Cat is a solitary animal, but as its home is devastated by a great flood, he finds refuge on a boat populated by various species, and will have to team up with them despite their differences.",199,"$457,686","$2,006,221",2024-01-11
A Real Pain,Searchlight Pictures,"Mismatched cousins reunite for a tour through Poland to honor their beloved grandmother, but their old tensions resurface against the backdrop of their family history.",160,"$396,016","$7,511,187",2024-01-11
Anora,Neon,"A young stripper from Brooklyn meets and impulsively marries the son of a Russian oligarch. Once the news reaches Russia, her fairy tale is threatened as his parents set out for New York to get the marriage annulled.",118,"$293,283","$13,963,313",2024-01-11
Conclave,Focus Features,"When Cardinal Lawrence is tasked with leading one of the world's most secretive and ancient events, selecting a new Pope, he finds himself at the center of a web of conspiracies and intrigue that could shake the very foundation of the Catholic Church.",111,"$186,925","$31,177,930",2024-01-11
The Room Next Door,Sony Pictures Classics,"Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. After years of being out of touch, they meet again in an extreme but strangely sweet situation.",6,"$174,313","$174,313",2024-01-11
Y2K,A24,Two high-school nobodies make the decision to crash a Y2K party. The night becomes even crazier than they could have ever dreamed when the clock strikes midnight.,136,"$132,686","$4,342,992",2024-01-11
All We Imagine as Light,Sideshow Releasing,"In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend.",37,"$118,791","$576,045",2024-01-11
The Order,Vertical Entertainment,"A series of bank robberies and car heists frightened communities in the Pacific Northwest. A lone FBI agent believes that the crimes were not the work of financially motivated criminals, but rather a group of dangerous domestic terrorists.",102,"$101,295","$1,953,236",2024-01-11
Nickel Boys,Amazon MGM Studios,A powerful friendship develops between two young African-American men as they navigate the harrowing trials of reform school together.,5,"$100,251","$183,030",2024-01-11
Heretic,A24,Two young religious women are drawn into a game of cat-and-mouse in the house of a strange man.,38,"$91,555","$27,883,542",2024-01-11
Bonhoeffer,Angel Studios,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",70,"$75,884","$12,081,131",2024-01-11
Venom: The Last Dance,Sony Pictures Releasing,Eddie Brock and Venom must make a devastating decision as they're pursued by a mysterious military man and alien monsters from Venom's home world.,97,"$72,429","$139,711,809",2024-01-11
